TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
4,-3.7,0.32,1.68,2.5,0.052,40.0,219.5,0.99575,3.15,1.92,10.0,1,7,1.0
3,17.8,-1.09,0.87,-62.8,0.27,17.0,156.0,1.01897,3.13,0.36,3.7,0,7,1.0
4,-2.3,-0.07,0.3,-10.4,0.333,116.0,143.0,1.01838,3.8,-0.21,9.4,0,7,1.0
5,1.5,1.19,0.32,36.9,0.273,14.0,119.0,0.99137,2.04,1.89,16.8,1,6,4.0
5,4.5,0.25,0.28,4.9,1.224,29.0,98.0,0.99024,3.09,1.35,9.8,0,7,4.0
3,11.8,0.295,0.2,2.2,0.432,18.0,157.0,0.98349,3.21,2.0,14.1,0,6,1.0
3,4.6,0.11,0.28,13.8,0.264,186.0,369.0,0.9948,3.23,0.37,10.4,-1,8,1.0
3,-2.0,0.26,1.43,-57.2,-0.532,548.0,183.0,0.99594,3.2,0.32,9.3,0,7,2.0
2,20.2,0.2,0.28,20.1,-0.331,18.0,72.0,0.98704,2.48,2.06,10.4,-1,9,1.0
4,17.9,-0.53,-0.42,1.6,0.095,365.0,903.0,0.99396,3.18,0.7,3.5,0,8,1.0
4,6.8,0.37,-0.28,-102.4,0.175,-156.0,98.0,0.95199,2.83,2.14,10.3,0,8,1.0
4,4.9,1.815,-0.98,-97.8,0.024,58.0,45.0,1.04469,2.68,-1.91,11.4,1,8,2.0
4,6.4,0.36,0.26,-22.9,0.578,19.0,413.0,0.95793,1.31,0.98,9.3,0,6,3.0
5,6.6,0.22,-1.29,-9.1,0.617,-9.0,632.0,0.99906,2.53,1.44,12.4,1,7,3.0
4,14.1,-0.045,0.22,2.3,0.075,126.0,24.0,0.99688,3.68,0.54,11.3,0,9,1.0
0,-0.1,1.22,-1.18,39.1,-1.158,622.0,225.0,1.03223,3.45,0.49,10.7,0,9,1.0
5,6.3,0.23,-0.63,1.8,0.033,3.0,-119.0,0.9906,4.46,0.4,11.8,1,7,2.0
4,9.2,-1.16,0.28,18.6,0.032,25.0,78.0,0.99094,2.99,2.1,7.4,1,9,3.0
4,10.3,0.19,0.37,-54.6,0.54,-466.0,117.0,1.03125,2.99,1.27,8.5,1,9,2.0
3,17.4,-1.18,-0.04,1.3,0.381,251.0,698.0,0.9925,3.07,0.54,8.1,0,7,2.0
3,6.8,-0.89,-0.51,6.7,0.034,106.0,420.0,0.99245,4.17,1.63,14.3,-1,7,1.0
2,7.4,0.45,0.32,7.1,0.432,108.0,117.0,0.9962,3.32,-0.14,12.1,0,8,2.0
4,7.7,0.79,1.2,-21.4,-0.125,484.0,-147.0,1.01184,0.72,-0.26,11.3,-1,8,2.0
6,13.8,-0.55,-1.04,2.2,0.026,289.0,29.0,0.95031,3.68,0.65,12.3,0,7,3.0
6,5.9,-0.38,0.3,1.5,0.143,19.0,-238.0,0.98897,3.47,0.42,12.3,1,7,2.0
2,7.1,0.24,0.34,1.2,0.045,6.0,137.0,0.99132,3.43,1.75,7.2,0,8,2.0
5,16.8,0.0,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,0,7,1.0
2,12.6,0.15,0.24,1.8,0.025,32.0,102.0,0.95406,3.34,0.59,15.3,-2,8,2.0
6,-1.2,-1.89,-1.13,2.5,0.047,31.0,540.0,0.99252,3.07,0.57,15.2,2,8,3.0
3,7.8,0.39,1.64,20.2,0.047,21.0,262.0,0.9951,2.94,0.31,11.8,-1,8,1.0
0,9.1,0.32,-0.65,45.8,0.373,17.0,673.0,0.9956,3.13,-1.16,9.3,-1,10,2.0
5,18.6,-0.37,0.35,0.9,-0.011,252.0,413.0,0.99921,3.13,0.38,11.7,1,9,4.0
3,6.1,-0.59,0.37,2.6,0.041,24.0,380.0,1.03352,3.18,0.5,15.3,-1,7,2.0
4,6.4,0.09,0.37,5.4,0.026,27.0,80.0,1.03243,3.44,-0.5,12.7,1,8,3.0
0,7.2,0.31,-1.49,7.2,0.046,45.0,178.0,0.9955,4.16,0.53,9.7,2,8,1.0
5,4.8,0.575,-0.96,1.2,0.074,47.0,310.0,0.99132,3.79,0.4,10.3,1,5,2.0
1,6.3,-0.13,0.44,-14.7,0.05,50.0,245.0,1.04814,2.43,2.29,8.6,-1,7,1.0
4,6.4,0.35,0.28,-42.7,0.039,-190.0,401.0,0.99539,2.94,0.43,10.6,0,7,2.0
6,19.0,0.92,0.28,21.35,-0.18,51.0,490.0,0.99782,5.48,0.6,9.5,1,8,3.0
2,16.2,1.61,-1.37,2.9,0.077,21.0,45.0,1.04613,3.49,0.96,22.2,-2,9,1.0
3,-2.5,0.27,1.17,49.4,0.1,20.0,27.0,0.96326,1.96,1.18,11.2,-1,9,2.0
5,14.0,0.23,-1.16,-62.1,-0.047,45.0,182.0,0.9967,3.08,1.8,5.4,1,8,2.0
3,5.1,1.18,0.21,-124.5,0.26,-268.0,389.0,0.9894,2.76,-0.54,11.4,-1,6,1.0
5,0.0,0.31,1.37,1.4,-0.079,33.0,128.0,0.92405,3.12,-2.98,12.2,0,8,3.0
4,-1.6,0.26,0.24,2.4,-0.06,27.0,-30.0,0.99234,3.76,0.73,15.9,1,6,3.0
4,7.5,-0.43,3.39,8.8,0.134,59.0,434.0,0.9972,4.28,0.63,9.6,0,8,1.0
3,17.0,3.28,1.19,-44.4,0.056,56.0,-99.0,0.96342,3.17,0.44,15.2,0,7,3.0
5,1.1,0.335,0.08,10.0,0.071,27.0,258.0,0.96608,3.14,0.51,16.0,1,6,3.0
3,7.3,0.26,-1.14,9.3,0.411,35.0,183.0,1.02725,2.44,2.53,7.5,-1,8,1.0
5,17.5,0.26,-0.36,36.9,0.135,178.0,-126.0,0.94441,4.1,0.46,16.7,1,9,4.0
3,-0.5,1.61,0.32,-51.4,0.047,-78.0,-16.0,0.96038,2.45,-0.67,10.4,-1,7,1.0
4,1.6,-0.89,0.44,3.8,-0.347,49.0,-157.0,0.9911,3.06,-0.89,11.6,0,8,2.0
4,7.1,0.34,-0.72,8.2,0.341,53.0,187.0,0.95496,2.74,-0.61,16.5,1,8,3.0
3,16.8,-0.05,-0.29,-32.9,0.067,-124.0,-141.0,0.99542,3.11,1.11,9.3,-1,7,2.0
5,17.5,0.45,0.27,4.7,-0.365,17.0,810.0,0.96622,3.12,0.76,12.5,0,8,3.0
3,-1.9,-0.45,0.2,-74.1,-1.114,54.0,153.0,0.96437,2.91,-0.47,9.5,-1,7,3.0
4,7.2,0.93,0.67,38.6,0.46,15.0,176.0,0.9958,3.17,0.38,14.0,1,8,1.0
3,8.2,0.48,0.44,-17.3,0.043,314.0,425.0,1.03578,2.23,2.05,8.0,-1,9,1.0
3,11.0,0.25,0.24,-8.6,-0.22,13.0,85.0,0.9942,2.99,-0.11,9.5,1,7,2.0
3,-2.4,0.19,0.28,1.6,-0.382,-206.0,529.0,0.94954,3.34,1.43,9.8,0,8,2.0
5,7.2,0.19,0.46,48.4,0.041,-11.0,187.0,0.9932,2.3,-2.01,11.2,0,8,3.0
4,5.8,1.39,0.15,1.1,0.495,140.0,83.0,0.95739,3.3,-0.01,9.3,0,6,3.0
5,-2.1,0.23,0.39,1.8,-0.423,23.0,165.0,0.9912,4.05,0.31,8.5,1,7,3.0
5,7.9,0.11,1.06,-54.0,-0.367,27.0,133.0,0.9946,5.69,0.42,10.6,1,9,2.0
5,6.4,0.09,0.15,18.8,-0.548,-76.0,97.0,0.99408,2.99,-0.06,9.9,1,7,2.0
0,-2.6,0.745,0.12,83.2,0.714,15.0,-329.0,0.9995,3.67,0.59,9.5,2,8,1.0
6,6.8,0.475,0.24,3.95,0.072,16.0,81.0,0.95634,3.23,0.49,10.6,1,8,2.0
5,7.0,0.61,-0.09,9.2,-0.303,37.0,-226.0,1.01372,3.06,0.34,12.5,-1,7,1.0
0,10.3,0.23,0.42,-8.0,0.612,-37.0,122.0,1.01037,3.08,2.06,12.3,1,9,1.0
6,7.2,-0.53,0.34,6.4,0.516,16.0,83.0,0.99278,2.51,0.4,10.8,2,8,4.0
6,12.1,0.87,0.49,1.3,-0.205,248.0,295.0,1.0095,2.38,0.53,11.7,1,8,4.0
5,7.1,0.18,0.74,15.6,-0.082,44.0,176.0,1.00063,4.44,-0.3,20.5,1,8,2.0
4,6.4,0.55,0.26,-45.9,0.449,20.0,104.0,0.9924,3.22,-0.82,16.0,0,7,2.0
6,5.2,-0.62,0.47,1.6,0.031,-165.0,375.0,0.94111,3.44,2.06,12.2,2,6,4.0
5,7.4,0.13,0.39,4.7,-0.078,165.0,137.0,0.96213,3.36,0.56,7.1,0,8,3.0
5,26.8,0.34,1.25,-16.0,-0.937,26.0,164.0,0.95473,3.14,0.5,8.8,1,7,2.0
4,12.2,0.06,0.4,1.6,0.614,20.0,-236.0,1.03649,0.74,-0.08,15.4,0,9,3.0
3,-0.8,0.4,-1.07,14.5,0.045,-204.0,193.0,0.9961,4.47,1.39,14.0,-1,8,1.0
3,4.0,0.15,0.14,5.7,0.025,-6.0,22.0,0.97681,3.2,1.59,10.8,-1,8,2.0
2,7.6,0.27,-0.06,42.5,0.058,-107.0,115.0,0.9958,3.15,0.45,3.7,-1,8,1.0
3,10.8,0.795,0.0,2.6,0.096,11.0,26.0,0.9671,3.35,1.24,9.4,-1,10,1.0
5,5.9,0.23,-0.14,45.75,0.246,25.0,161.0,0.9925,2.13,0.38,8.3,1,6,3.0
0,1.9,0.43,0.26,1.8,0.518,27.0,-194.0,1.04499,4.06,0.32,10.4,1,8,1.0
3,7.2,0.58,-0.29,69.3,0.032,-186.0,118.0,0.94959,3.96,0.53,13.0,-2,8,1.0
3,12.6,-0.36,0.27,49.9,0.117,139.0,614.0,0.98973,3.2,0.08,9.0,0,8,2.0
3,7.0,1.22,0.7,6.1,0.398,-12.0,184.0,0.94456,3.2,0.5,9.4,-1,8,3.0
0,-17.7,-0.3,1.19,2.2,0.208,-204.0,51.0,0.97449,3.52,0.76,4.7,1,7,1.0
3,7.4,-0.32,1.78,1.1,0.042,559.0,-311.0,1.02852,3.13,0.55,2.1,0,8,2.0
3,10.9,0.86,1.22,-39.0,-0.451,35.0,455.0,0.9986,3.94,-1.18,8.8,-2,8,3.0
0,5.0,1.565,-0.84,11.75,0.114,-69.0,118.0,0.9954,3.07,0.66,12.3,1,6,1.0
0,6.0,1.06,0.0,1.4,0.057,-175.0,27.0,0.98917,3.36,0.45,14.5,0,7,1.0
2,14.1,-0.17,-0.3,60.1,0.057,-206.0,280.0,1.03492,3.22,0.5,12.4,-1,9,2.0
3,6.4,1.27,0.26,17.4,0.05,53.0,9.0,0.97781,3.14,0.5,9.6,0,7,3.0
3,6.8,0.32,-0.38,3.4,0.023,19.0,444.0,0.96552,3.42,1.49,12.7,-1,7,1.0
5,-1.1,-2.19,0.29,1.8,0.23,69.0,237.0,1.00037,2.29,2.88,15.6,1,8,2.0
5,5.9,0.19,0.26,7.4,1.153,-39.0,-99.0,1.02112,3.49,-0.5,-2.1,1,6,3.0
3,8.5,0.73,2.04,15.2,0.057,40.0,234.0,1.02042,3.02,-0.48,14.0,0,9,1.0
3,10.2,1.63,0.22,19.7,-0.299,57.0,-241.0,0.9966,3.08,-0.26,9.3,-1,8,3.0
5,17.7,1.61,0.31,5.5,-0.03,553.0,317.0,0.9951,2.73,0.66,9.3,1,7,3.0
3,7.8,0.26,0.49,-13.2,-0.475,28.0,454.0,0.9919,3.03,2.09,13.3,-2,9,1.0
3,1.6,0.28,1.71,3.0,0.028,19.0,98.0,0.99303,2.05,1.17,-0.3,-1,7,1.0
5,10.2,0.4,-0.16,0.9,0.048,23.0,170.0,0.993,3.22,0.27,8.7,1,7,1.0
7,7.1,0.26,0.31,19.4,0.535,29.0,128.0,0.9937,3.34,0.66,10.9,1,8,3.0
4,7.4,0.14,-0.15,1.0,0.067,25.0,-153.0,0.99268,3.53,-1.21,10.6,0,8,1.0
6,7.1,0.21,0.41,-6.0,-0.058,-107.0,141.0,0.993,3.2,0.57,10.0,1,8,4.0
3,2.6,0.24,-0.41,8.7,0.06,19.0,-273.0,0.994,2.05,0.31,7.7,0,6,2.0
6,3.0,0.3,0.32,1.7,-0.149,-241.0,130.0,1.02636,2.47,-0.65,11.2,1,7,2.0
3,6.4,0.11,0.35,7.7,-0.149,-476.0,191.0,1.01136,3.15,0.5,8.0,0,7,3.0
3,8.1,0.33,-1.12,31.6,-0.41,35.0,176.0,1.01842,1.9,0.38,8.8,-1,9,1.0
4,12.1,0.23,-0.43,73.7,-0.127,65.0,146.0,0.9963,3.11,0.32,9.8,0,8,1.0
3,-2.7,0.56,0.22,34.2,0.034,-260.0,-91.0,1.00564,4.22,-0.73,9.1,0,7,2.0
0,7.5,-1.03,0.15,-35.4,-0.381,29.0,94.0,0.99786,2.0,0.58,5.1,0,8,1.0
6,9.3,0.32,-0.59,-15.0,0.055,-151.0,138.0,1.02223,5.07,0.5,12.7,0,7,4.0
0,8.7,-0.43,0.32,11.1,0.565,239.0,169.0,0.99975,3.12,0.47,2.1,-1,9,1.0
6,11.3,0.155,0.08,1.6,0.243,39.0,334.0,0.98975,3.57,1.84,6.8,0,6,4.0
5,8.1,0.31,0.36,118.7,0.028,-89.0,142.0,1.00999,3.01,0.34,14.9,0,9,3.0
3,8.2,0.2,-0.01,3.5,0.279,126.0,314.0,1.03306,3.19,3.05,17.6,-1,9,1.0
3,4.4,0.59,0.14,40.2,0.084,25.0,-208.0,1.01015,3.98,0.56,4.3,0,10,2.0
4,18.1,0.29,-1.18,-41.7,-0.397,38.0,339.0,0.9906,2.48,-2.25,4.9,0,7,3.0
5,7.0,0.7,-0.62,53.9,0.027,-146.0,130.0,1.01469,3.28,0.39,12.7,0,7,4.0
4,-3.9,0.25,-1.05,5.7,-0.126,-491.0,152.0,1.00275,3.21,0.88,4.5,0,7,2.0
3,6.9,0.17,-0.36,4.7,0.047,242.0,547.0,1.03405,3.16,0.48,16.7,0,7,3.0
2,7.8,0.44,0.32,-3.7,-0.193,29.0,58.0,1.02982,5.35,0.64,10.3,-1,9,1.0
6,14.5,1.63,0.28,-2.1,0.032,-34.0,963.0,0.98946,2.64,0.29,13.0,0,6,4.0
5,-5.1,-0.92,1.59,2.8,-0.414,37.0,107.0,0.99159,3.31,0.63,11.3,0,7,1.0
4,5.2,1.34,0.29,18.2,0.028,18.0,-359.0,1.02674,4.24,-2.18,6.8,0,6,2.0
3,7.9,0.45,0.19,37.5,0.028,261.0,165.0,0.991,3.08,-0.37,12.3,-1,9,1.0
3,2.5,0.28,-0.98,54.7,0.054,-170.0,451.0,0.98896,3.53,0.42,16.5,0,6,1.0
3,6.8,-0.2,0.36,18.1,0.401,32.0,133.0,1.0,3.67,0.48,2.3,0,7,2.0
5,15.2,0.24,1.35,20.3,0.041,24.0,99.0,0.95651,3.84,-2.73,10.9,1,7,2.0
4,21.0,1.36,-0.85,-111.2,0.046,23.0,-185.0,0.97275,3.33,0.29,9.6,1,10,3.0
5,8.6,0.29,0.49,-9.8,-0.128,-151.0,380.0,0.9938,2.95,0.4,13.4,1,8,2.0
4,6.2,0.29,0.09,-7.3,0.027,-18.0,201.0,0.94976,1.07,-0.87,8.1,0,7,3.0
4,6.0,1.7,0.32,76.6,0.053,26.0,470.0,0.94295,2.41,-0.66,8.8,1,7,3.0
0,17.6,1.295,0.28,6.9,0.005,46.0,150.0,0.99299,4.2,0.7,4.0,1,6,1.0
4,6.6,0.26,0.38,-101.9,0.17,55.0,201.0,0.96367,3.19,-2.7,13.5,0,7,2.0
2,6.1,0.9,0.14,3.9,0.307,46.0,-242.0,0.99344,3.07,-0.43,15.9,0,7,1.0
3,6.4,0.29,-0.73,-25.8,-0.312,21.0,116.0,1.02731,2.72,2.06,15.0,0,7,3.0
1,15.2,0.91,0.08,-10.7,0.067,220.0,90.0,0.99648,3.52,0.53,11.0,-1,8,1.0
3,14.0,0.24,-0.86,43.5,0.03,42.0,-641.0,0.97031,3.47,-0.54,10.2,-1,7,2.0
2,8.0,0.6,1.81,7.1,0.045,-16.0,-48.0,0.97212,2.69,0.43,10.6,-1,9,1.0
3,4.9,0.27,0.41,1.3,-0.535,238.0,524.0,0.9951,3.42,-0.78,5.0,-1,7,1.0
3,4.0,-0.3,0.27,7.5,0.041,-91.0,160.0,0.99535,3.17,0.79,10.0,0,8,2.0
6,3.9,0.31,0.67,10.9,0.06,163.0,10.0,1.0299,3.24,0.83,14.6,1,12,3.0
2,-0.4,0.28,0.22,-45.4,-0.303,27.0,474.0,1.02823,3.33,-0.41,10.6,-2,7,1.0
4,9.5,0.32,0.52,62.6,0.088,-85.0,51.0,1.06922,2.26,0.04,16.4,0,10,4.0
4,10.2,0.26,-0.33,3.6,0.532,22.0,-211.0,0.99066,3.39,0.47,8.9,-1,8,1.0
3,6.2,-0.945,-0.02,36.4,0.406,4.0,117.0,0.99032,4.6,0.44,12.2,0,7,1.0
3,7.4,-0.41,0.25,3.8,0.086,152.0,392.0,0.992,3.11,0.4,17.6,-1,8,1.0
1,8.5,0.2,1.69,1.1,-0.477,140.0,545.0,0.94578,3.0,0.97,14.8,-1,9,1.0
3,3.1,-0.04,-0.29,21.2,-0.296,67.0,-496.0,0.99907,1.93,2.25,13.1,0,8,2.0
6,8.1,-0.89,-2.09,-35.0,0.033,36.0,141.0,0.94348,2.16,-2.4,13.3,1,9,3.0
3,6.2,-0.7,0.45,-38.6,0.029,37.0,94.0,1.04011,4.29,-1.17,7.3,-1,7,2.0
2,17.6,-1.74,-1.3,-16.0,0.052,47.0,-189.0,0.97702,2.08,0.66,9.8,-1,9,2.0
4,15.7,0.12,0.36,-46.7,0.039,43.0,438.0,0.97891,3.28,1.92,11.8,-1,7,4.0
3,6.8,0.14,0.18,-3.8,-0.2,200.0,-150.0,0.9996,3.42,0.54,8.2,-1,7,2.0
3,-2.9,-0.45,3.33,1.2,-0.259,101.0,121.0,0.9933,4.09,1.97,9.2,0,7,2.0
3,13.0,-0.31,0.33,-51.8,0.037,503.0,155.0,1.02928,2.94,-0.77,6.1,-1,7,2.0
5,8.5,0.82,1.27,-25.9,-0.471,113.0,92.0,0.99604,3.01,-0.04,11.9,1,9,2.0
6,13.6,-0.48,2.73,14.0,0.597,48.0,-115.0,0.96277,3.65,0.41,4.0,2,8,3.0
4,6.8,-0.49,-0.71,61.0,-0.453,56.0,173.0,0.9984,2.39,1.83,8.7,0,7,4.0
5,6.3,0.23,-2.21,9.2,0.044,76.0,186.0,0.95071,3.09,0.56,9.5,0,9,3.0
1,-0.7,0.6,1.65,7.0,0.53,198.0,223.0,0.9944,3.33,0.58,10.7,-2,6,2.0
2,2.1,0.2,0.6,5.9,0.034,-169.0,-233.0,0.99642,3.47,1.71,8.5,-2,7,2.0
4,7.4,1.09,0.35,28.8,0.038,-238.0,116.0,0.9949,3.49,-0.36,10.3,-1,8,2.0
5,1.0,-0.9,0.28,0.9,-0.635,319.0,87.0,0.99062,1.92,0.36,11.1,1,9,2.0
4,7.4,0.29,0.13,96.0,0.044,192.0,114.0,0.992,2.21,1.71,12.6,0,8,3.0
4,7.5,0.24,0.31,-8.3,0.003,-79.0,180.0,0.95248,1.99,1.32,9.9,0,8,4.0
3,13.9,0.24,0.7,-45.9,0.046,9.0,62.0,1.04516,3.38,0.58,15.9,1,7,1.0
4,6.1,-1.04,-0.93,30.0,0.211,25.0,101.0,1.00419,2.07,-1.33,12.1,0,7,3.0
1,6.2,-0.41,0.25,-9.1,-0.378,-30.0,-122.0,0.9916,3.37,0.43,8.4,0,7,1.0
4,6.0,0.2,-0.52,-28.3,0.033,330.0,67.0,0.98954,2.17,0.38,7.3,0,6,1.0
4,0.0,0.25,0.3,-60.5,0.275,-233.0,116.0,0.994,2.24,0.38,9.4,0,7,3.0
6,16.5,-0.77,-1.21,1.4,0.06,-84.0,370.0,0.9952,3.37,1.47,13.9,2,8,2.0
3,10.4,0.13,0.37,-34.65,0.462,36.0,105.0,0.99581,3.05,0.55,10.7,-1,8,2.0
4,4.1,0.76,1.45,2.2,0.027,21.0,-40.0,0.99,3.12,1.21,12.4,0,8,1.0
5,9.2,0.71,0.23,-9.6,0.042,87.0,93.0,0.9948,2.89,1.68,14.0,1,10,2.0
3,7.4,0.27,0.26,-42.2,0.582,55.0,173.0,0.96359,3.11,-0.95,4.5,0,8,1.0
0,7.5,-0.04,1.94,6.1,0.071,211.0,102.0,1.08761,2.09,-0.1,10.5,1,8,1.0
0,12.1,0.31,1.79,10.7,0.326,-39.0,147.0,0.97414,3.02,0.43,13.8,1,8,1.0
5,6.4,1.18,0.31,44.8,0.071,41.0,114.0,0.9676,3.37,0.8,6.5,0,7,4.0
4,7.8,1.32,-0.8,1.8,0.042,8.0,37.0,0.94411,3.11,0.58,12.1,0,8,1.0
3,-3.2,1.59,0.11,-36.6,0.073,13.0,-129.0,0.9955,2.78,-0.8,4.6,0,7,2.0
5,7.0,0.45,0.34,19.8,-0.071,-249.0,-140.0,0.9976,3.07,0.24,11.0,1,8,4.0
6,7.2,0.63,0.82,2.2,0.08,17.0,477.0,1.0208,3.53,-0.72,9.8,2,8,3.0
7,6.2,0.37,0.9,6.1,0.239,-292.0,86.0,0.99504,3.04,0.26,13.4,1,7,4.0
4,-5.3,0.19,0.29,5.6,-0.254,-181.0,-182.0,0.97238,3.47,1.45,9.3,0,7,1.0
3,7.3,-0.18,-1.06,-116.3,0.089,43.0,458.0,1.00029,3.14,-0.67,9.9,0,8,3.0
4,6.2,0.28,-2.43,28.1,-0.537,-53.0,289.0,0.9957,3.44,1.34,9.8,-1,7,4.0
5,6.7,0.13,0.45,-47.3,-0.073,52.0,158.0,0.96219,3.56,0.54,6.7,1,7,1.0
4,6.2,0.35,0.29,7.3,-0.262,315.0,244.0,0.98878,3.36,-0.3,10.0,0,7,1.0
5,12.6,0.66,0.49,1.3,0.588,25.0,275.0,0.96301,3.53,0.39,10.6,1,8,3.0
4,11.7,0.38,0.6,2.4,0.136,63.0,-306.0,1.02719,2.27,0.86,5.3,1,7,1.0
0,2.0,0.25,-1.11,13.7,-0.182,118.0,105.0,1.046,3.22,0.75,2.1,1,8,1.0
3,7.4,0.43,-1.07,1.2,-0.673,285.0,116.0,0.99245,4.38,0.21,9.7,-1,8,1.0
3,2.3,0.25,-0.62,1.0,0.378,-123.0,-339.0,0.99128,3.08,0.38,8.4,0,8,2.0
5,6.4,0.26,0.49,6.4,0.037,-30.0,161.0,0.966,2.32,0.53,9.7,1,7,3.0
4,3.4,-0.9,0.22,31.0,0.041,40.0,72.0,1.00996,2.31,0.48,13.8,1,8,4.0
4,5.8,0.27,-0.96,3.5,-0.063,26.0,69.0,0.94491,1.96,0.5,8.5,0,6,2.0
4,-2.3,-0.19,0.3,-54.6,0.083,59.0,-98.0,0.97285,3.33,0.65,5.4,0,10,2.0
6,5.2,0.625,0.77,1.6,0.205,-258.0,394.0,0.9978,4.09,1.98,17.1,0,6,4.0
6,15.4,1.14,-0.33,1.3,-1.044,36.0,95.0,0.98889,1.27,0.64,17.5,1,6,4.0
3,7.5,0.705,0.24,1.8,0.36,260.0,-160.0,0.9964,4.09,1.59,10.2,0,8,2.0
2,7.9,0.21,0.39,-112.1,-0.165,21.0,138.0,0.99176,3.05,0.52,8.7,-1,9,1.0
3,19.2,0.22,0.49,-12.6,-0.286,123.0,186.0,1.02945,3.09,-0.72,12.4,-1,8,1.0
5,7.8,0.99,-0.36,24.3,0.213,64.0,118.0,0.9901,3.0,-0.42,12.1,0,8,3.0
6,-2.0,0.48,0.56,14.8,0.044,47.0,-120.0,0.94098,3.3,1.88,10.9,1,7,2.0
4,8.1,1.3,0.22,6.4,0.056,44.0,272.0,0.96467,3.13,1.01,10.1,0,8,4.0
4,30.3,1.77,0.3,2.1,0.031,50.0,163.0,1.02926,3.39,0.43,12.7,-1,7,2.0
4,3.2,0.21,-0.66,6.5,-0.026,28.0,123.0,0.95626,3.86,-0.71,9.9,0,7,2.0
3,1.7,3.25,1.76,17.75,0.121,51.0,190.0,1.01162,2.74,0.48,8.8,-1,7,2.0
4,10.7,0.14,0.35,1.2,0.036,15.0,-150.0,0.96318,3.46,-1.08,10.8,1,8,3.0
4,6.4,0.17,0.27,-30.5,-0.209,26.0,101.0,1.03318,2.66,-1.07,4.3,0,7,2.0
3,3.0,0.35,0.34,66.5,-0.029,-277.0,409.0,0.9944,1.86,0.39,12.4,-1,8,2.0
0,6.5,-0.67,-0.95,2.2,-0.348,3.0,-337.0,0.99557,4.78,0.62,11.5,0,7,1.0
4,7.4,0.2,0.36,1.2,-0.402,44.0,111.0,0.9926,2.25,0.06,18.4,0,8,2.0
3,10.3,1.81,-1.11,2.1,0.064,40.0,277.0,0.94746,3.54,0.93,0.5,-1,7,2.0
3,7.1,-1.07,0.36,11.6,0.185,16.0,211.0,0.97708,2.56,0.13,17.4,-2,8,3.0
3,8.3,0.16,-1.09,-18.6,0.025,38.0,107.0,1.02893,3.97,1.0,16.9,-1,9,1.0
3,6.8,-0.22,0.37,34.2,0.349,35.0,208.0,0.9773,4.85,-0.55,10.2,0,7,3.0
2,11.3,0.45,0.34,8.3,0.037,-153.0,216.0,1.04761,3.31,0.36,9.8,-1,9,1.0
4,6.3,0.2,-0.79,30.8,0.048,54.0,137.0,0.99668,2.33,0.31,9.3,0,7,1.0
5,5.9,0.24,0.32,-42.8,-0.522,28.0,92.0,0.99225,3.39,2.11,15.7,0,6,4.0
3,7.5,-0.25,0.47,5.7,-0.017,63.0,125.0,0.99338,2.65,1.62,17.1,-1,8,2.0
3,7.5,0.27,0.08,5.6,0.036,45.0,164.0,1.04576,3.03,0.06,4.7,0,8,3.0
4,6.8,0.24,1.25,8.3,0.045,205.0,555.0,0.99578,3.2,0.5,5.4,0,7,2.0
5,-4.2,-0.34,0.36,92.0,0.035,207.0,-181.0,0.95879,4.13,0.08,10.8,0,7,2.0
0,10.7,-0.65,0.33,29.5,0.027,40.0,130.0,0.9906,4.11,2.14,6.1,0,7,2.0
3,6.6,0.32,0.41,17.3,-0.034,55.0,251.0,1.03716,2.97,1.65,12.5,0,7,3.0
5,17.8,-0.555,0.15,49.5,-0.539,26.0,120.0,0.99494,4.98,0.02,10.0,1,6,2.0
3,2.7,-0.44,0.31,-16.6,0.045,39.0,193.0,0.9986,2.19,0.5,8.3,-1,8,2.0
6,5.9,0.23,1.89,-2.0,0.354,61.0,-57.0,0.95196,3.31,0.5,8.4,1,6,3.0
4,10.6,-0.52,0.18,-114.5,0.047,30.0,90.0,0.99164,3.27,0.62,15.9,0,7,3.0
4,4.6,0.3,0.25,3.3,0.148,-170.0,-244.0,0.95765,2.63,-0.87,16.7,0,7,3.0
4,7.5,1.25,0.26,-35.4,0.031,44.0,109.0,1.02375,3.07,1.2,11.3,0,8,2.0
5,7.7,1.97,0.33,46.1,0.085,32.0,155.0,0.9951,4.17,0.18,12.2,0,8,3.0
6,16.5,0.22,0.95,-125.1,-0.539,202.0,90.0,1.01419,3.3,-0.7,16.5,2,7,3.0
4,-1.3,0.24,-0.53,5.2,0.032,-55.0,92.0,0.9914,4.38,0.73,10.9,0,8,1.0
4,4.8,-0.72,-0.03,1.1,0.048,38.0,180.0,0.98924,2.76,0.34,11.9,0,5,2.0
3,7.5,1.42,0.86,2.7,0.103,32.0,98.0,1.04634,3.19,-0.99,8.4,0,8,2.0
4,14.4,-1.33,-0.45,10.7,0.062,-11.0,418.0,0.9966,3.21,0.39,11.1,1,8,1.0
3,8.9,0.32,0.49,1.6,1.139,102.0,131.0,0.9956,1.85,0.34,11.3,0,10,2.0
5,11.4,-0.63,-0.52,2.8,0.348,27.0,97.0,0.9904,2.35,-0.08,8.7,1,7,2.0
